Disease,Sex,Age_Group,Count
Insulin-dependent diabetes mellitus(E10),Female,(50 - 69),4693
Non-insulin-dependent diabetes mellitus(E11),Male,(50 - 69),6115
Non-insulin-dependent diabetes mellitus(E11),Female,(50 - 69),7531
Malnutrition-related diabetes mellitus(E12),Male,(50 - 69),254
Malnutrition-related diabetes mellitus(E12),Female,(50 - 69),261
Other specified diabetes mellitus(E13),Male,(50 - 69),523
Other specified diabetes mellitus(E13),Female,(50 - 69),692
Unspecified diabetes mellitus(E14),Male,(50 - 69),8827
Unspecified diabetes mellitus(E14),Female,(50 - 69),10769
Kwashiorkor(E40),Male,(50 - 69),19
Kwashiorkor(E40),Female,(50 - 69),23
Nutritional marasmus(E41),Male,(50 - 69),53
Nutritional marasmus(E41),Female,(50 - 69),69
Marasmic kwashiorkor(E42),Male,(50 - 69),0
Marasmic kwashiorkor(E42),Female,(50 - 69),2
Unspecified severe protein-energy malnutrition(E43),Male,(50 - 69),1
Unspecified severe protein-energy malnutrition(E43),Female,(50 - 69),39
Protin-energy malnutrition of moderate and mild degree(E44),Male,(50 - 69),161
Protin-energy malnutrition of moderate and mild degree(E44),Female,(50 - 69),81
Retarded development following protein-energy malnutrition(E45),Male,(50 - 69),2
Retarded development following protein-energy malnutrition(E45),Female,(50 - 69),0
Unspecified protin-energy malnutrition(E46),Male,(50 - 69),3
Unspecified protin-energy malnutrition(E46),Female,(50 - 69),20
Vitamin deficiencies (E50-E56),Male,(50 - 69),60
Vitamin deficiencies (E50-E56),Female,(50 - 69),68
"Other endocrine, nutritional and metabolic disorders (E15-E34,E58-E89)",Male,(50 - 69),2345
"Other endocrine, nutritional and metabolic disorders (E15-E34,E58-E89)",Female,(50 - 69),2488
"Dementia (F01,F03)",Male,(50 - 69),229
"Dementia (F01,F03)",Female,(50 - 69),207
Mental and behavioural disorders due to use of alcohol (F10),Male,(50 - 69),2241
Mental and behavioural disorders due to use of alcohol (F10),Female,(50 - 69),170
Mental and behavioural disorders due to other psychoactive substance use (F11-F19),Male,(50 - 69),218
Mental and behavioural disorders due to other psychoactive substance use (F11-F19),Female,(50 - 69),156
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",Male,(50 - 69),1740
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",Female,(50 - 69),1815
Mood (affective) disorders (F30-F39),Male,(50 - 69),1874
Mood (affective) disorders (F30-F39),Female,(50 - 69),2350
"Neurotic, stress-related somatoform disorders (F40-F48)",Male,(50 - 69),155
"Neurotic, stress-related somatoform disorders (F40-F48)",Female,(50 - 69),259
Mental retardation (F70-F79),Male,(50 - 69),32
Mental retardation (F70-F79),Female,(50 - 69),38
Behavioural and emotional disorders with onset usually occuring in childhood and adolescence (F90-F98),Male,(50 - 69),34
Behavioural and emotional disorders with onset usually occuring in childhood and adolescence (F90-F98),Female,(50 - 69),67
"Other mental and behavioural disorders (F04-F09,F50-F69,F80-F89,F99)",Male,(50 - 69),638
"Other mental and behavioural disorders (F04-F09,F50-F69,F80-F89,F99)",Female,(50 - 69),612
"Bacterial meningitis not elsewhere classified (G00,G03)",Male,(50 - 69),133
"Bacterial meningitis not elsewhere classified (G00,G03)",Female,(50 - 69),139
"Encephalitis,myelitis and encephalomyelitis (G04)",Male,(50 - 69),168
"Encephalitis,myelitis and encephalomyelitis (G04)",Female,(50 - 69),153
Intracranial and intraspinal abscess and granuloma(G06),Male,(50 - 69),48
Intracranial and intraspinal abscess and granuloma(G06),Female,(50 - 69),25
Parkinson's disease (G20),Male,(50 - 69),222
Parkinson's disease (G20),Female,(50 - 69),208
Multiple sclerosis (G35),Male,(50 - 69),37
Multiple sclerosis (G35),Female,(50 - 69),43
Epilepsy (G40-G41),Male,(50 - 69),2562
Epilepsy (G40-G41),Female,(50 - 69),1599
"Migraine and headache syndrome (G43,G44)",Male,(50 - 69),1103
"Migraine and headache syndrome (G43,G44)",Female,(50 - 69),1932
Transient cerebral ischaemic attacks and related syndromes (G45),Male,(50 - 69),1591
Transient cerebral ischaemic attacks and related syndromes (G45),Female,(50 - 69),1257
"Nerve, nerve root and plaxus disorders (G50-G58)",Male,(50 - 69),1114
"Nerve, nerve root and plaxus disorders (G50-G58)",Female,(50 - 69),2127
Cerebral palsy and other paralytic syndromes (G80-G83),Male,(50 - 69),400
Cerebral palsy and other paralytic syndromes (G80-G83),Female,(50 - 69),197
"Other diseases of nervous system (G08,G12,G21-G31,G36,G37,G47,G60-G72,G90-G98)",Male,(50 - 69),1300
"Other diseases of nervous system (G08,G12,G21-G31,G36,G37,G47,G60-G72,G90-G98)",Female,(50 - 69),1156
Keratitis and other disorders of sclera and cornea      (H15-H18),Male,(50 - 69),1876
Keratitis and other disorders of sclera and cornea      (H15-H18),Female,(50 - 69),1287
Cataract and other disorders of lens (H25-H27),Male,(50 - 69),16398
Cataract and other disorders of lens (H25-H27),Female,(50 - 69),23552
Retinal detachment and breaks (H33),Male,(50 - 69),524
Retinal detachment and breaks (H33),Female,(50 - 69),323
Glaucoma (H40),Male,(50 - 69),698
Glaucoma (H40),Female,(50 - 69),660
Strabismus (H49-H50),Male,(50 - 69),55
Strabismus (H49-H50),Female,(50 - 69),67
"Other diseases of the eye and adnexa (H00-H11,H20,H21,H30,H31,H34,H35,H43-H47,H51-H59)",Male,(50 - 69),8697
"Other diseases of the eye and adnexa (H00-H11,H20,H21,H30,H31,H34,H35,H43-H47,H51-H59)",Female,(50 - 69),9101
Otitis media and other disorders of middle ear and mastoid (H65-H74),Male,(50 - 69),1384
Otitis media and other disorders of middle ear and mastoid (H65-H74),Female,(50 - 69),1498
"Hearing loss (H90,H91)",Male,(50 - 69),142
"Hearing loss (H90,H91)",Female,(50 - 69),198
"Other diseases of the ear and mastoid process (H60,H61,H80-H83,H92-H95)",Male,(50 - 69),2106
"Other diseases of the ear and mastoid process (H60,H61,H80-H83,H92-H95)",Female,(50 - 69),2858
Acute rheumatic fever (I00-I02),Male,(50 - 69),100
Acute rheumatic fever (I00-I02),Female,(50 - 69),169
Chronic rheumatic heart disease (I05-I09),Male,(50 - 69),303
Chronic rheumatic heart disease (I05-I09),Female,(50 - 69),452
Essential hypertension (I10),Male,(50 - 69),17522
Essential hypertension (I10),Female,(50 - 69),25454
Hypertensive heart disease (I11),Male,(50 - 69),1335
Hypertensive heart disease (I11),Female,(50 - 69),1456
Other hypertensive diseases (I12-I15),Male,(50 - 69),821
Other hypertensive diseases (I12-I15),Female,(50 - 69),695
"Acute myocardial infarction (I21,I22)",Male,(50 - 69),9657
"Acute myocardial infarction (I21,I22)",Female,(50 - 69),4599
"Other ischaemic heart disease  (I20,I23-I25)",Male,(50 - 69),19828
"Other ischaemic heart disease  (I20,I23-I25)",Female,(50 - 69),17215
Pulmonary embolism (I26),Male,(50 - 69),95
Pulmonary embolism (I26),Female,(50 - 69),107
Cor pulmonale (I27.9),Male,(50 - 69),287
Cor pulmonale (I27.9),Female,(50 - 69),118
Heart failure (I50),Male,(50 - 69),3474
Heart failure (I50),Female,(50 - 69),2729
"Other heart diseases (I27.0-I27.8, I28-I49,I51)",Male,(50 - 69),4839
"Other heart diseases (I27.0-I27.8, I28-I49,I51)",Female,(50 - 69),4014
Cerebroavascular disease (I60-I69),Male,(50 - 69),10665
Cerebroavascular disease (I60-I69),Female,(50 - 69),6083
Atherosclerosis (I70),Male,(50 - 69),51
Atherosclerosis (I70),Female,(50 - 69),51
Arterial embolism and thrombosis (I74),Male,(50 - 69),65
Arterial embolism and thrombosis (I74),Female,(50 - 69),29
"Other diseases of arteries, artherosclerosis and capillaries (I71-I73,I77,I78)",Male,(50 - 69),668
"Other diseases of arteries, artherosclerosis and capillaries (I71-I73,I77,I78)",Female,(50 - 69),256
"Phlebitis, thrombophlebitis, venous embolism and thrombosis (I80-I82)",Male,(50 - 69),374
"Phlebitis, thrombophlebitis, venous embolism and thrombosis (I80-I82)",Female,(50 - 69),310
Vericose veins of lower extremities (I83),Male,(50 - 69),2906
Vericose veins of lower extremities (I83),Female,(50 - 69),2900
Haemorrhoids (I84),Male,(50 - 69),5007
Haemorrhoids (I84),Female,(50 - 69),1771
Other diseases of the circulatory system (I85-I99),Male,(50 - 69),1499
Other diseases of the circulatory system (I85-I99),Female,(50 - 69),1012
Acute sinusitis and acute tonsillitis (J01-J03),Male,(50 - 69),1389
Acute sinusitis and acute tonsillitis (J01-J03),Female,(50 - 69),1817
"Other acute upper respiratory infections (J00,J02,J04-J06)",Male,(50 - 69),4844
"Other acute upper respiratory infections (J00,J02,J04-J06)",Female,(50 - 69),5437
Influenza (J10-J11),Male,(50 - 69),133
Influenza (J10-J11),Female,(50 - 69),206
Pneumonia (J12-J18),Male,(50 - 69),2916
Pneumonia (J12-J18),Female,(50 - 69),2378
Acute bronchitis (J20),Male,(50 - 69),2346
Acute bronchitis (J20),Female,(50 - 69),2744
Acute bronchiolitis (J21),Male,(50 - 69),497
Acute bronchiolitis (J21),Female,(50 - 69),550
Other diseases of the upper respiratory tract (J30-J39),Male,(50 - 69),2883
Other diseases of the upper respiratory tract (J30-J39),Female,(50 - 69),2734
"Bronchitis, emphysema and other chronic obstructive pulmonary disease (J40-J44)",Male,(50 - 69),12485
"Bronchitis, emphysema and other chronic obstructive pulmonary disease (J40-J44)",Female,(50 - 69),2732
Asthma (J45-J46),Male,(50 - 69),29534
Asthma (J45-J46),Female,(50 - 69),28729
Bronchiectasis (J47),Male,(50 - 69),853
Bronchiectasis (J47),Female,(50 - 69),1076
"Other diseases of the respiratory system(J22,J60-J98)",Male,(50 - 69),18322
"Other diseases of the respiratory system(J22,J60-J98)",Female,(50 - 69),18186
Diseases of teeth and supporting structure (K00-K08),Male,(50 - 69),964
Diseases of teeth and supporting structure (K00-K08),Female,(50 - 69),955
"Other diseases of the oral cavity, salivary glands and jaws (K09-K14)",Male,(50 - 69),984
"Other diseases of the oral cavity, salivary glands and jaws (K09-K14)",Female,(50 - 69),615
"Gastric and duodenal ulcer, peptic ulcer site unspecified and gastrojejunal ulcer (K25-K28)",Male,(50 - 69),1271
"Gastric and duodenal ulcer, peptic ulcer site unspecified and gastrojejunal ulcer (K25-K28)",Female,(50 - 69),1187
Gastritis and duodenitis (K29),Male,(50 - 69),15678
Gastritis and duodenitis (K29),Female,(50 - 69),16224
"Other diseases of oesophagus, stomach and duodenum (K20-K22,K30-K31)",Male,(50 - 69),3595
"Other diseases of oesophagus, stomach and duodenum (K20-K22,K30-K31)",Female,(50 - 69),3903
Diseases of appendix (K35-K38),Male,(50 - 69),1438
Diseases of appendix (K35-K38),Female,(50 - 69),1345
Hernia (K40-K46),Male,(50 - 69),9689
Hernia (K40-K46),Female,(50 - 69),2964
Noninfective enteritis and colitis (K50-K52),Male,(50 - 69),392
Noninfective enteritis and colitis (K50-K52),Female,(50 - 69),433
Other diseases of intestines and peritoneum (K55-K66),Male,(50 - 69),4699
Other diseases of intestines and peritoneum (K55-K66),Female,(50 - 69),2701
Alcoholic liver disease (K70),Male,(50 - 69),2699
Alcoholic liver disease (K70),Female,(50 - 69),214
Other diseases of liver (K71-K76),Male,(50 - 69),3202
Other diseases of liver (K71-K76),Female,(50 - 69),1153
"Cholelithiasis and cholecystitis (K80,K81)",Male,(50 - 69),697
"Cholelithiasis and cholecystitis (K80,K81)",Female,(50 - 69),971
"Acute pancreatitis and other diseases of the pancreas (K85,K86)",Male,(50 - 69),885
"Acute pancreatitis and other diseases of the pancreas (K85,K86)",Female,(50 - 69),195
"Other diseases of the digestive system (K82-K83,K90-K92)",Male,(50 - 69),1764
"Other diseases of the digestive system (K82-K83,K90-K92)",Female,(50 - 69),1311
Infections of skin and subcutaneous tissue (L00-L08),Male,(50 - 69),22864
Infections of skin and subcutaneous tissue (L00-L08),Female,(50 - 69),17183
Other diseases of skin and subcutaneous tissue (L10-L98),Male,(50 - 69),10585
Other diseases of skin and subcutaneous tissue (L10-L98),Female,(50 - 69),7891
"Disorders of joints (M00-M02,M15-M25)",Male,(50 - 69),4227
"Disorders of joints (M00-M02,M15-M25)",Female,(50 - 69),5339
Rheumatoid arthritis and other inflamatory polyarthropathies (M05-M13),Male,(50 - 69),1122
Rheumatoid arthritis and other inflamatory polyarthropathies (M05-M13),Female,(50 - 69),2292
Systemic connective tissue disorders (M30-M35),Male,(50 - 69),135
Systemic connective tissue disorders (M30-M35),Female,(50 - 69),304
Soft tissue disorders (M60-M79),Male,(50 - 69),7515
Soft tissue disorders (M60-M79),Female,(50 - 69),6825
Osteomyelitis (M86),Male,(50 - 69),348
Osteomyelitis (M86),Female,(50 - 69),296
"Other disorders of musculoskeletal system (M40-M54, M80-M85,M87-M99)",Male,(50 - 69),11982
"Other disorders of musculoskeletal system (M40-M54, M80-M85,M87-M99)",Female,(50 - 69),11813
Glomerular diseases (N00-N07),Male,(50 - 69),1034
Glomerular diseases (N00-N07),Female,(50 - 69),626
Infections of the kidney (N10-N12),Male,(50 - 69),1422
Infections of the kidney (N10-N12),Female,(50 - 69),1582
Renal failure (N17-N19),Male,(50 - 69),7839
Renal failure (N17-N19),Female,(50 - 69),3508
Urolithiasis (N20-N23),Male,(50 - 69),7728
Urolithiasis (N20-N23),Female,(50 - 69),3428
Diseases of breast (N60-N64),Male,(50 - 69),293
Diseases of breast (N60-N64),Female,(50 - 69),2106
"Other diseases of the urinary system (N13-N15, N25-N28,N30-N39,N99.0,N99.1,N99.4,N99.5)",Male,(50 - 69),17041
"Other diseases of the urinary system (N13-N15, N25-N28,N30-N39,N99.0,N99.1,N99.4,N99.5)",Female,(50 - 69),16177
Hyperplasia of prostate (N40),Male,(50 - 69),1703
Hyperplasia of prostate (N40),Female,(50 - 69),0
Hydrocele and spermatocele (N43),Male,(50 - 69),884
Hydrocele and spermatocele (N43),Female,(50 - 69),0
"Other diseases of the male genital organs (N41,N42,N44-N50)",Male,(50 - 69),3026
"Other diseases of the male genital organs (N41,N42,N44-N50)",Female,(50 - 69),0
Salpingitis and oophoritis (N70),Male,(50 - 69),0
Salpingitis and oophoritis (N70),Female,(50 - 69),124
Female genital prolapse (N81),Male,(50 - 69),0
Female genital prolapse (N81),Female,(50 - 69),3428
"Other disorders of the female genito-urinary system (N71-N80,N82-N98,N99.2,N99.3)",Male,(50 - 69),0
"Other disorders of the female genito-urinary system (N71-N80,N82-N98,N99.2,N99.3)",Female,(50 - 69),13476
Abortions (O00-O08),Male,(50 - 69),0
Abortions (O00-O08),Female,(50 - 69),371
"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium (O10-O16)",Male,(50 - 69),0
"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium (O10-O16)",Female,(50 - 69),0
Supervision of high risk pregnancy (Z35),Male,(50 - 69),0
Supervision of high risk pregnancy (Z35),Female,(50 - 69),0
"Placenta praevia, premature separation of placenta and antepartum haemorrhage (O44-O46)",Male,(50 - 69),0
"Placenta praevia, premature separation of placenta and antepartum haemorrhage (O44-O46)",Female,(50 - 69),0
False Labour (O47),Male,(50 - 69),0
False Labour (O47),Female,(50 - 69),0
Those admitted and discharged before delivery (Distance from hospital etc.),Male,(50 - 69),0
Those admitted and discharged before delivery (Distance from hospital etc.),Female,(50 - 69),0
"Other Maternal care related to fetus and amniotic cavity and possible  delivery problems (O30-O43,O48) * (Includes still births)",Male,(50 - 69),0
"Other Maternal care related to fetus and amniotic cavity and possible  delivery problems (O30-O43,O48) * (Includes still births)",Female,(50 - 69),0
Obstructed Labour (O64-O66),Male,(50 - 69),0
Obstructed Labour (O64-O66),Female,(50 - 69),0
Post parturm haemorrhage (O72),Male,(50 - 69),0
Post parturm haemorrhage (O72),Female,(50 - 69),0
Single spontaneous delivery (O80),Male,(50 - 69),0
Single spontaneous delivery (O80),Female,(50 - 69),0
"Other  complications of pregnancy and delivery (020-029,060-063,067-071,073-075,081-084)",Male,(50 - 69),0
"Other  complications of pregnancy and delivery (020-029,060-063,067-071,073-075,081-084)",Female,(50 - 69),0
Complications predominantly related to the puerperium (O85-O92),Male,(50 - 69),0
Complications predominantly related to the puerperium (O85-O92),Female,(50 - 69),0
Other obstetric conditions not elsewhere classified (O95-O99),Male,(50 - 69),0
Other obstetric conditions not elsewhere classified (O95-O99),Female,(50 - 69),0
"Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery (P00-P04)",Male,(50 - 69),0
"Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery (P00-P04)",Female,(50 - 69),0
"Slow fetal growth, fetal malnutrition and disorders related to short gestation and low birth weight (P05-P07)",Male,(50 - 69),0
"Slow fetal growth, fetal malnutrition and disorders related to short gestation and low birth weight (P05-P07)",Female,(50 - 69),0
Birth trauma (P10-P15),Male,(50 - 69),0
Birth trauma (P10-P15),Female,(50 - 69),0
"Intrauterine hypoxia, birth asphyxia and other respiratory disorders originating in the perinatal period (P20-P28)",Male,(50 - 69),0
"Intrauterine hypoxia, birth asphyxia and other respiratory disorders originating in the perinatal period (P20-P28)",Female,(50 - 69),0
Haemolytic disease of fetus and new born (P55),Male,(50 - 69),0
Haemolytic disease of fetus and new born (P55),Female,(50 - 69),0
"Other conditions originating in the perinatal period (P08,P29,P35.1-P39,P50-P54,P56-P96)",Male,(50 - 69),0
"Other conditions originating in the perinatal period (P08,P29,P35.1-P39,P50-P54,P56-P96)",Female,(50 - 69),0
"Congenital hydrocephalus and spina bifida (Q03,Q05)",Male,(50 - 69),0
"Congenital hydrocephalus and spina bifida (Q03,Q05)",Female,(50 - 69),0
"Other congenital malformations of the nervous system (Q00-Q02,Q04,Q06,Q07)",Male,(50 - 69),1
"Other congenital malformations of the nervous system (Q00-Q02,Q04,Q06,Q07)",Female,(50 - 69),2
Congenital malformations of the circulatory system (Q20-Q28),Male,(50 - 69),58
Congenital malformations of the circulatory system (Q20-Q28),Female,(50 - 69),110
Cleft lip and cleft palate (Q35-Q37),Male,(50 - 69),4
Cleft lip and cleft palate (Q35-Q37),Female,(50 - 69),1
"Other congenital malformations and deformations (Q10-Q18,Q30-Q34,Q38-Q89)",Male,(50 - 69),58
"Other congenital malformations and deformations (Q10-Q18,Q30-Q34,Q38-Q89)",Female,(50 - 69),61
